customerID,gender,is_senior,Partner,Dependents,tenure,tenure_group,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,contract_rank,PaperlessBilling,PaymentMethod,MonthlyCharges,monthly_charge_group,TotalCharges,risk_group,Churn
3091-FYHKI,Male,Non-Senior,No,No,1,0-1 year,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,1,Yes,Electronic check,35.45,35-70,35.45,Low Risk,Yes
2372-HWUHI,Male,Non-Senior,No,No,2,0-1 year,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,1,No,Electronic check,44.35,35-70,81.25,Low Risk,Yes
7799-LGRDP,Female,Non-Senior,No,No,43,2-4 years,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,Yes,Credit card (automatic),25.7,1-35,1188.2,Low Risk,No
7850-VWJUU,Female,Non-Senior,No,No,23,1-2 years,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Yes,Bank transfer (automatic),75.0,70+,1778.5,Medium Risk,No
3774-VBNXY,Female,Non-Senior,Yes,Yes,64,4+ years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Mailed check,20.2,1-35,1277.75,Low Risk,No
6217-KDYWC,Male,Non-Senior,No,Yes,57,4+ years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,Yes,Mailed check,19.6,1-35,1170.55,Low Risk,No
0390-DCFDQ,Female,Senior,Yes,No,1,0-1 year,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Yes,Mailed check,70.45,70+,70.45,High Risk,Yes
3146-MSEGF,Female,Senior,Yes,Yes,72,4+ years,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,3,Yes,Credit card (automatic),88.05,70+,6425.65,Low Risk,No
4080-OGPJL,Female,Non-Senior,No,No,8,0-1 year,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,1,No,Electronic check,71.15,70+,563.65,High Risk,Yes
1095-WGNGG,Female,Non-Senior,Yes,No,61,4+ years,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,3,Yes,Bank transfer (automatic),101.05,70+,5971.25,Low Risk,No
2636-SJDOU,Male,Non-Senior,No,No,64,4+ years,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,2,Yes,Credit card (automatic),84.3,70+,5289.05,Low Risk,No
1131-QQZEB,Male,Senior,Yes,No,71,4+ years,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Bank transfer (automatic),23.95,1-35,1756.2,Low Risk,No
5716-EZXZN,Female,Non-Senior,Yes,Yes,65,4+ years,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,3,Yes,Credit card (automatic),99.05,70+,6416.7,Low Risk,No
6837-BJYDQ,Male,Non-Senior,No,No,3,0-1 year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,2,No,Mailed check,19.6,1-35,61.35,Low Risk,No
2135-RXIHG,Male,Non-Senior,No,No,1,0-1 year,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,1,Yes,Electronic check,45.65,35-70,45.65,Low Risk,Yes
6440-DKQGE,Male,Non-Senior,No,Yes,30,2-4 years,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,2,No,Credit card (automatic),64.5,35-70,1929.95,Low Risk,No
3466-BYAVD,Male,Non-Senior,Yes,Yes,15,1-2 years,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,1,Yes,Mailed check,69.5,35-70,1071.4,Medium Risk,No
3780-YVMFA,Female,Non-Senior,Yes,Yes,8,0-1 year,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,1,Yes,Electronic check,68.55,35-70,564.35,Low Risk,No
3874-EQOEP,Male,Non-Senior,No,No,7,0-1 year,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,No,Mailed check,95.0,70+,655.5,High Risk,Yes
1679-JRFBR,Female,Non-Senior,Yes,Yes,70,4+ years,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,2,Yes,Credit card (automatic),108.15,70+,7930.55,Low Risk,No
9073-ZZIAY,Male,Non-Senior,Yes,Yes,62,4+ years,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,3,No,Electronic check,86.1,70+,5215.25,Low Risk,No
3077-RSNTJ,Female,Non-Senior,Yes,Yes,6,0-1 year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,No,Mailed check,19.7,1-35,113.5,Low Risk,No
6551-GNYDG,Female,Non-Senior,Yes,Yes,14,1-2 years,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Yes,Bank transfer (automatic),80.9,70+,1152.8,Medium Risk,No
9167-APMXZ,Female,Non-Senior,No,No,22,1-2 years,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Yes,Bank transfer (automatic),84.15,70+,1821.95,Medium Risk,No
2749-CTKAJ,Male,Non-Senior,Yes,Yes,22,1-2 years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,2,No,Mailed check,20.15,1-35,419.9,Medium Risk,No
6371-NZYEG,Male,Non-Senior,Yes,Yes,16,1-2 years,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,3,No,Mailed check,64.25,35-70,1024.0,Medium Risk,No
7554-NEWDD,Male,Non-Senior,No,No,10,0-1 year,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Bank transfer (automatic),25.7,1-35,251.6,Low Risk,No
8992-VONJD,Female,Non-Senior,No,Yes,13,1-2 years,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Yes,Electronic check,56.0,35-70,764.55,Medium Risk,No
0867-MKZVY,Female,Non-Senior,Yes,No,20,1-2 years,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,No,Electronic check,82.4,70+,1592.35,Medium Risk,Yes
4482-EWFMI,Female,Non-Senior,No,No,2,0-1 year,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Yes,Electronic check,69.7,35-70,135.2,Low Risk,No
4648-YPBTM,Male,Non-Senior,No,No,53,4+ years,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,3,Yes,Bank transfer (automatic),73.9,70+,3958.25,Low Risk,No
2907-ILJBN,Female,Non-Senior,Yes,Yes,11,0-1 year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,2,No,Mailed check,20.6,1-35,233.9,Low Risk,No
6345-FZOQH,Male,Non-Senior,Yes,No,69,4+ years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Mailed check,19.9,1-35,1363.45,Low Risk,No
3376-BMGFE,Female,Non-Senior,No,No,4,0-1 year,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Yes,Bank transfer (automatic),70.9,70+,273.0,High Risk,Yes
5997-OPVFA,Male,Non-Senior,Yes,No,72,4+ years,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,3,Yes,Bank transfer (automatic),89.05,70+,6254.45,Low Risk,No
3445-HXXGF,Male,Senior,Yes,No,58,4+ years,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,1,Yes,Electronic check,45.3,35-70,2651.2,Low Risk,Yes
1159-WFSGR,Female,Non-Senior,Yes,Yes,16,1-2 years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,No,Electronic check,20.4,1-35,321.4,Medium Risk,No
7654-YWJUF,Male,Non-Senior,Yes,No,43,2-4 years,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,2,Yes,Bank transfer (automatic),84.25,70+,3539.25,Low Risk,No
1875-QIVME,Female,Non-Senior,Yes,No,2,0-1 year,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Yes,Electronic check,104.4,70+,242.8,High Risk,Yes
6727-IOTLZ,Male,Non-Senior,Yes,No,14,1-2 years,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,3,No,Mailed check,81.95,70+,1181.75,Medium Risk,No
0691-JVSYA,Female,Non-Senior,Yes,No,53,4+ years,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,2,Yes,Bank transfer (automatic),94.85,70+,5000.2,Low Risk,Yes
5918-VUKWP,Female,Non-Senior,No,No,32,2-4 years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,2,No,Bank transfer (automatic),20.55,1-35,654.55,Low Risk,No
1744-JHKYS,Female,Non-Senior,Yes,No,34,2-4 years,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,No,Electronic check,24.7,1-35,780.2,Low Risk,No
2656-FMOKZ,Female,Senior,No,No,15,1-2 years,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Yes,Mailed check,74.45,70+,1145.7,Medium Risk,Yes
2070-FNEXE,Female,Senior,No,No,7,0-1 year,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,No,Bank transfer (automatic),76.45,70+,503.6,High Risk,Yes
5947-SGKCL,Female,Non-Senior,Yes,Yes,15,1-2 years,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Yes,Bank transfer (automatic),105.35,70+,1559.25,Medium Risk,No
3712-PKXZA,Male,Non-Senior,Yes,No,61,4+ years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,2,Yes,Credit card (automatic),20.55,1-35,1252.0,Low Risk,No
6317-YPKDH,Female,Non-Senior,No,No,1,0-1 year,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,1,No,Bank transfer (automatic),29.95,1-35,29.95,Low Risk,Yes
6582-OIVSP,Female,Non-Senior,No,No,1,0-1 year,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,1,No,Mailed check,45.3,35-70,45.3,Low Risk,No
9367-WXLCH,Male,Non-Senior,No,No,8,0-1 year,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,No,Bank transfer (automatic),84.5,70+,662.65,High Risk,Yes
5524-KHNJP,Male,Non-Senior,Yes,Yes,33,2-4 years,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,2,No,Credit card (automatic),74.75,70+,2453.3,Low Risk,No
1918-ZBFQJ,Female,Non-Senior,No,No,13,1-2 years,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Yes,Electronic check,79.25,70+,1111.65,Medium Risk,Yes
1024-GUALD,Female,Non-Senior,Yes,No,1,0-1 year,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Yes,Electronic check,24.8,1-35,24.8,Low Risk,Yes
4827-USJHP,Male,Non-Senior,No,No,20,1-2 years,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Yes,Mailed check,51.8,35-70,1023.85,Medium Risk,No
8167-GJLRN,Male,Non-Senior,No,No,3,0-1 year,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,1,No,Electronic check,30.4,1-35,82.15,Low Risk,No
0956-SYCWG,Female,Non-Senior,No,No,13,1-2 years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,2,No,Electronic check,19.65,1-35,244.8,Medium Risk,No
8017-UVSZU,Female,Non-Senior,Yes,No,40,2-4 years,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,1,No,Credit card (automatic),56.6,35-70,2379.1,Low Risk,No
7100-FQPRV,Male,Non-Senior,Yes,Yes,43,2-4 years,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,2,Yes,Credit card (automatic),71.9,70+,3173.35,Low Risk,No
2472-OVKUP,Male,Non-Senior,Yes,No,6,0-1 year,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Yes,Electronic check,91.0,70+,531.0,High Risk,Yes
2984-RGEYA,Female,Non-Senior,Yes,Yes,69,4+ years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Bank transfer (automatic),19.75,1-35,1375.4,Low Risk,No
9680-NIAUV,Female,Non-Senior,Yes,Yes,72,4+ years,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,3,No,Credit card (automatic),109.7,70+,8129.3,Low Risk,No
2146-EGVDT,Male,Non-Senior,Yes,Yes,59,4+ years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Credit card (automatic),19.3,1-35,1192.7,Low Risk,No
2604-IJPDU,Female,Non-Senior,Yes,No,20,1-2 years,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,1,Yes,Electronic check,96.55,70+,1901.65,Medium Risk,No
9178-JHUVJ,Male,Non-Senior,Yes,Yes,24,1-2 years,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,Yes,Bank transfer (automatic),24.1,1-35,587.4,Medium Risk,No
6168-YBYNP,Male,Non-Senior,No,No,59,4+ years,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Yes,Electronic check,111.35,70+,6519.75,Low Risk,No
7255-SSFBC,Male,Non-Senior,Yes,Yes,72,4+ years,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,3,Yes,Bank transfer (automatic),112.25,70+,8041.65,Low Risk,No
3645-DEYGF,Male,Non-Senior,No,Yes,1,0-1 year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,No,Mailed check,20.75,1-35,20.75,Low Risk,No
9323-HGFWY,Female,Non-Senior,Yes,No,27,2-4 years,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,2,Yes,Credit card (automatic),101.9,70+,2681.15,Low Risk,No
8544-GOQSH,Female,Non-Senior,No,No,14,1-2 years,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,1,Yes,Credit card (automatic),80.05,70+,1112.3,Medium Risk,No
3363-DTIVD,Male,Non-Senior,Yes,Yes,71,4+ years,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,3,No,Electronic check,105.55,70+,7405.5,Low Risk,No
7018-WBJNK,Male,Non-Senior,No,Yes,13,1-2 years,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Yes,Credit card (automatic),78.3,70+,1033.95,Medium Risk,No
9142-KZXOP,Male,Non-Senior,No,No,44,2-4 years,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,No,Credit card (automatic),68.85,35-70,2958.95,Low Risk,No
7674-YTAFD,Female,Non-Senior,No,No,33,2-4 years,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,2,Yes,Bank transfer (automatic),79.95,70+,2684.85,Low Risk,No
6348-SNFUS,Male,Non-Senior,Yes,Yes,72,4+ years,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,3,Yes,Credit card (automatic),55.45,35-70,4179.2,Low Risk,No
1285-OKIPP,Male,Non-Senior,No,No,1,0-1 year,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,No,Electronic check,79.9,70+,79.9,High Risk,Yes
7825-ECJRF,Female,Non-Senior,No,No,19,1-2 years,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,1,Yes,Electronic check,106.6,70+,1934.45,Medium Risk,Yes
1347-KTTTA,Male,Non-Senior,Yes,No,64,4+ years,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,2,Yes,Credit card (automatic),102.45,70+,6654.1,Low Risk,No
7841-TZDMQ,Male,Non-Senior,No,No,2,0-1 year,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,1,Yes,Credit card (automatic),46.0,35-70,84.5,Low Risk,Yes
4195-NZGTA,Female,Non-Senior,No,No,1,0-1 year,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,No,Electronic check,25.25,1-35,25.25,Low Risk,No
7157-SMCFK,Male,Non-Senior,No,Yes,61,4+ years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Mailed check,19.75,1-35,1124.2,Low Risk,No
4709-LKHYG,Female,Non-Senior,Yes,Yes,29,2-4 years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,2,No,Electronic check,20.0,1-35,540.05,Low Risk,No
2504-DSHIH,Male,Senior,Yes,No,23,1-2 years,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,No,Electronic check,86.8,70+,1975.85,Medium Risk,No
0699-NDKJM,Female,Non-Senior,Yes,No,57,4+ years,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Yes,Bank transfer (automatic),58.75,35-70,3437.45,Low Risk,No
9286-BHDQG,Male,Non-Senior,Yes,Yes,72,4+ years,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,3,No,Credit card (automatic),45.25,35-70,3139.8,Low Risk,No
0230-WEQUW,Male,Non-Senior,Yes,No,66,4+ years,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,3,Yes,Bank transfer (automatic),56.6,35-70,3789.2,Low Risk,No
2040-LDIWQ,Male,Non-Senior,Yes,Yes,65,4+ years,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,3,Yes,Bank transfer (automatic),84.2,70+,5324.5,Low Risk,No
6496-JDSSB,Female,Non-Senior,No,No,8,0-1 year,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Yes,Bank transfer (automatic),80.0,70+,624.6,High Risk,No
9408-SSNVZ,Female,Non-Senior,No,No,4,0-1 year,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Yes,Electronic check,70.15,70+,268.35,High Risk,Yes
4443-EMBNA,Female,Non-Senior,Yes,No,71,4+ years,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Bank transfer (automatic),24.75,1-35,1836.9,Low Risk,No
6469-MRVET,Male,Non-Senior,Yes,Yes,1,0-1 year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,2,Yes,Electronic check,20.2,1-35,20.2,Low Risk,No
0742-MOABM,Male,Non-Senior,Yes,No,4,0-1 year,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,No,Mailed check,50.05,35-70,179.35,Low Risk,Yes
5961-VUSRV,Female,Non-Senior,No,No,12,0-1 year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,2,Yes,Bank transfer (automatic),19.35,1-35,219.35,Medium Risk,No
6778-JFCMK,Male,Non-Senior,No,No,24,1-2 years,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,2,Yes,Mailed check,50.6,35-70,1288.75,Medium Risk,No
6341-JVQGF,Female,Non-Senior,Yes,Yes,31,2-4 years,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,2,Yes,Mailed check,81.15,70+,2545.75,Low Risk,No
2232-DMLXU,Female,Non-Senior,Yes,No,1,0-1 year,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,1,No,Mailed check,55.2,35-70,55.2,Low Risk,Yes
4811-JBUVU,Male,Non-Senior,No,No,30,2-4 years,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,1,Yes,Credit card (automatic),89.9,70+,2723.15,Low Risk,No
0945-TSONX,Female,Non-Senior,Yes,Yes,47,2-4 years,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,3,Yes,Credit card (automatic),85.3,70+,4107.25,Low Risk,No
2651-ZCBXV,Male,Non-Senior,No,No,54,4+ years,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,3,Yes,Credit card (automatic),108.0,70+,5760.65,Low Risk,No
3316-UWXUY,Male,Non-Senior,No,No,50,4+ years,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,1,Yes,Credit card (automatic),93.5,70+,4747.5,Low Risk,No
8937-RDTHP,Male,Non-Senior,No,No,1,0-1 year,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,1,Yes,Mailed check,84.6,70+,84.6,High Risk,Yes
7083-MIOPC,Female,Non-Senior,No,No,72,4+ years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Credit card (automatic),20.25,1-35,1566.9,Low Risk,No
1984-GPTEH,Female,Non-Senior,No,No,29,2-4 years,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,No,Electronic check,25.15,1-35,702.0,Low Risk,No
1251-KRREG,Male,Non-Senior,No,No,2,0-1 year,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,1,Yes,Mailed check,54.4,35-70,114.1,Low Risk,Yes
0621-JFHOL,Female,Non-Senior,No,No,10,0-1 year,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,3,Yes,Mailed check,29.6,1-35,299.05,Low Risk,No
9903-LYSAB,Male,Non-Senior,Yes,No,18,1-2 years,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Yes,Electronic check,73.15,70+,1305.95,Medium Risk,No
0094-OIFMO,Female,Senior,No,No,11,0-1 year,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Yes,Electronic check,95.0,70+,1120.3,High Risk,Yes
9227-UAQFT,Male,Non-Senior,No,No,16,1-2 years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Mailed check,19.75,1-35,284.35,Medium Risk,No
7301-ABVAD,Female,Non-Senior,No,No,72,4+ years,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,3,No,Bank transfer (automatic),86.6,70+,6350.5,Low Risk,No
6614-FHDBO,Male,Non-Senior,No,No,72,4+ years,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,3,No,Bank transfer (automatic),109.2,70+,7878.3,Low Risk,No
7576-ASEJU,Female,Non-Senior,Yes,Yes,41,2-4 years,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,2,Yes,Credit card (automatic),74.7,70+,3187.65,Low Risk,No
9058-HRZSV,Female,Senior,Yes,No,65,4+ years,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,1,No,Electronic check,94.4,70+,6126.15,Low Risk,No
4522-AKYLR,Female,Senior,No,No,13,1-2 years,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,1,Yes,Electronic check,54.8,35-70,731.3,Medium Risk,No
0221-WMXNQ,Male,Senior,No,No,4,0-1 year,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,No,Electronic check,75.35,70+,273.4,High Risk,No
0303-UNCIP,Male,Non-Senior,No,No,41,2-4 years,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,2,No,Mailed check,65.0,35-70,2531.8,Low Risk,No
9947-OTFQU,Male,Senior,No,No,15,1-2 years,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Yes,Electronic check,74.4,70+,1074.3,Medium Risk,Yes
0322-YINQP,Male,Non-Senior,No,No,1,0-1 year,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Yes,Mailed check,48.55,35-70,48.55,Low Risk,Yes
0959-WHOKV,Male,Non-Senior,No,No,42,2-4 years,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,2,Yes,Electronic check,99.0,70+,4298.45,Low Risk,No
4075-JFPGR,Female,Non-Senior,Yes,No,51,4+ years,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,2,Yes,Electronic check,93.5,70+,4619.55,Low Risk,No
4629-NRXKX,Female,Non-Senior,Yes,Yes,2,0-1 year,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,No,Electronic check,70.4,70+,147.15,High Risk,Yes
9514-JDSKI,Male,Senior,Yes,No,1,0-1 year,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,1,No,Electronic check,40.2,35-70,40.2,Low Risk,Yes
3282-ZISZV,Male,Non-Senior,No,Yes,32,2-4 years,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,2,No,Credit card (automatic),83.7,70+,2633.3,Low Risk,No
3675-YDUPJ,Male,Non-Senior,No,No,10,0-1 year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Yes,Mailed check,19.85,1-35,193.05,Low Risk,No
4111-BNXIF,Female,Non-Senior,Yes,Yes,67,4+ years,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,3,Yes,Electronic check,59.55,35-70,4103.9,Low Risk,No
7017-VFHAY,Female,Non-Senior,Yes,Yes,61,4+ years,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,3,No,Credit card (automatic),115.1,70+,7008.15,Low Risk,No
6655-LHBYW,Male,Non-Senior,No,No,50,4+ years,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,2,No,Credit card (automatic),114.35,70+,5791.1,Low Risk,No
4959-JOSRX,Female,Non-Senior,Yes,No,2,0-1 year,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,1,Yes,Credit card (automatic),44.6,35-70,80.55,Low Risk,Yes
5046-NUHWD,Female,Senior,Yes,No,29,2-4 years,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,1,Yes,Electronic check,45.0,35-70,1228.65,Low Risk,No
